Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Time_of_Day_Afternoon,Time_of_Day_Evening,Time_of_Day_Morning,Time_of_Day_Night,Day_of_Week_Weekday,Day_of_Week_Weekend,Traffic_Conditions_High,Traffic_Conditions_Low,Traffic_Conditions_Medium,Weather_Clear,Weather_Rain,Weather_Snow,Trip_Price
41.04,1.0,3.5,1.06,0.4,41.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,63.5224
28.2,2.0,4.74,1.03,0.22,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,37.086
26.95,2.0,2.44,1.32,0.22,61.57,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,44.7548
12.85,4.0,3.94,0.61,0.29,26.63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.4957
5.56,4.0,3.51,1.69,0.13,54.22,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.145
25.87,2.0,2.47,0.83,0.45,80.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,76.1018
45.12,4.0,3.51,1.52,0.2,35.34,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,79.7004
32.02,2.0,3.78,1.7,0.34,6.39,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,60.3866
17.61,1.0,4.26,1.34,0.47,64.68,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.257
18.11,2.0,2.93,1.61,0.37,74.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.7113
25.87,2.0,3.34,1.49,0.27,115.73,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,89.0764
25.87,3.0,3.22,1.03,0.38,72.79,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,77.189
44.47,2.0,4.95,1.71,0.24,59.18,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,95.1969
39.21,2.0,2.88,0.94,0.21,70.94,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,54.6348
32.46,3.0,2.88,1.36,0.5,111.71,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,102.8806
5.12,4.0,3.51,1.62,0.4,61.57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51.4584
8.92,3.0,3.69,1.07,0.36,42.14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.4048
45.03,1.0,2.76,0.95,0.24,32.28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,53.2857
30.72,3.0,4.75,1.19,0.12,35.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,45.5308
1.45,1.0,2.8,1.73,0.29,63.01,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.2396
5.97,4.0,4.69,1.89,0.32,90.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,44.9557
1.25,3.0,3.97,1.49,0.31,12.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.8005
8.88,4.0,4.72,1.85,0.44,88.21,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,59.9604
27.89,1.0,2.51,0.65,0.11,97.69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,31.3844
34.9,3.0,4.9,0.85,0.25,38.29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,44.1375
11.99,2.0,4.84,1.74,0.28,54.06,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.8394
12.63,3.0,2.9,1.12,0.48,102.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66.1016
16.94,4.0,2.56,0.63,0.19,65.42,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,25.662
37.58,4.0,2.91,1.16,0.47,84.52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,86.2272
32.83,1.0,3.51,0.85,0.27,106.59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,58.9648
42.61,3.0,2.43,0.94,0.49,62.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,72.8683
33.22,1.0,2.31,1.66,0.32,41.02,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,70.5816
28.85,1.0,3.27,0.61,0.47,91.67,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.9534
5.59,2.0,4.39,1.22,0.1,30.31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.1476
19.02,2.0,2.42,1.14,0.4,49.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.9748
13.99,4.0,2.39,1.39,0.46,104.56,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,69.9337
130.8090013,1.0,3.93,0.63,0.16,88.31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,328.8717691
48.68,4.0,2.59,1.01,0.14,51.44,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,58.9584
20.26,3.0,2.29,0.63,0.27,29.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0728
31.93,1.0,4.77,1.71,0.32,37.67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,71.4247
39.95,3.0,4.46,1.19,0.31,25.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,59.828
25.63,3.0,3.06,0.84,0.16,61.57,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.066
29.27,4.0,3.97,1.9,0.1,33.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,62.982
25.13,4.0,3.61,1.02,0.42,57.23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,53.2792
25.87,3.0,4.03,0.74,0.14,49.37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,18.7636
36.4,4.0,4.05,1.34,0.29,117.94,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,94.105
14.76,3.0,3.89,1.92,0.47,49.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,55.7198
2.19,1.0,2.8,0.51,0.18,14.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.4729
32.63,1.0,2.12,0.86,0.37,15.33,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.8539
9.68,2.0,3.37,1.91,0.13,72.94,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.341
47.08,1.0,4.67,0.76,0.34,73.93,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,65.587
47.74,3.0,3.71,0.67,0.17,53.16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,44.733
45.83,4.0,4.5,1.36,0.39,54.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,88.1462
19.14,2.0,4.97,1.79,0.22,11.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.6946
1.76,2.0,2.49,1.22,0.29,64.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.3132
46.49,3.0,4.08,1.99,0.34,63.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,118.0321
21.98,1.0,4.02,1.52,0.17,22.2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.2036
48.37,2.0,4.94,0.61,0.4,61.57,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,41.2217
48.22,3.0,4.96,1.99,0.22,19.21,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,105.144
42.8,2.0,4.06,1.11,0.36,16.62,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,57.5512
15.43,2.0,2.73,0.93,0.16,75.12,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.0991
19.87,1.0,4.4,1.34,0.38,27.6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,41.5138
42.71,3.0,2.32,1.22,0.15,33.91,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,48.4081
16.53,4.0,4.34,0.63,0.27,24.96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,21.4931
9.31,2.0,4.73,0.5,0.2,115.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,32.415
28.28,2.0,3.15,1.17,0.4,103.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,77.5496
46.87,4.0,3.89,1.76,0.2,31.51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,92.6832
35.11,3.0,3.29,1.36,0.45,42.67,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,70.2411
28.93,2.0,3.31,2.0,0.46,29.14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,74.5744
5.76,2.0,2.93,0.93,0.18,61.57,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.3694
31.14,2.0,4.29,0.92,0.35,7.26,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,35.4798
37.3,3.0,4.21,1.86,0.35,97.47,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,107.7025
35.15,1.0,2.76,1.22,0.21,96.08,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,91.8308
116.1960636,4.0,2.2,0.85,0.25,19.63,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,206.6995697
139.0622302,2.0,2.8,1.82,0.14,50.83,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,276.8405967
25.87,3.0,4.74,0.99,0.39,24.57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.5584
40.66,2.0,3.9,0.67,0.3,34.29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.4292
40.7,2.0,4.16,1.81,0.38,35.27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91.2296
43.49,1.0,2.77,1.45,0.2,68.97,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,79.6245
45.75,3.0,4.16,0.75,0.23,52.31,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.5038
40.12,2.0,3.88,1.61,0.24,116.97,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,96.546
32.85,4.0,2.44,1.18,0.42,31.52,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,54.4414
35.4,3.0,4.47,1.98,0.46,93.88,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,117.7468
39.99,2.0,2.71,0.58,0.31,43.98,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,39.538
44.61,2.0,3.96,1.03,0.28,21.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.9143
17.56,1.0,3.22,1.22,0.11,103.66,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.0458
25.87,1.0,3.79,1.25,0.45,40.52,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.274
5.61,1.0,2.32,0.97,0.11,61.57,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.6464
29.34,2.0,2.05,1.59,0.48,70.14,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,82.3678
23.81,1.0,2.81,1.91,0.24,62.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,63.1719
100.38042,3.0,4.46,1.22,0.29,89.21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,329.9130039
15.04,1.0,5.0,1.78,0.11,15.09,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.4311
29.95,4.0,2.63,1.33,0.33,81.84,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,69.4707
2.49,2.0,2.8,1.74,0.32,108.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.699
2.83,1.0,3.99,0.96,0.19,11.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.9203
41.31,2.0,4.9,1.1,0.29,21.18,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0596
18.65,1.0,4.75,0.98,0.36,87.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,54.4946
7.23,1.0,3.51,1.2,0.39,55.29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,33.7491
26.59,2.0,4.39,0.93,0.1,51.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.2597
38.73,2.0,2.41,1.94,0.47,20.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,87.2987
11.58,3.0,4.93,0.97,0.17,63.28,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.9202
31.52,1.0,4.89,0.65,0.19,19.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,29.0925
5.18,2.0,2.49,1.29,0.21,59.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,21.7323
3.53,1.0,2.9,0.59,0.12,92.82,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.1211
27.04,2.0,2.3,0.67,0.15,61.57,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.6218
145.7470599,3.0,2.82,0.83,0.49,60.29,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,325.0989498
32.23,3.0,4.45,1.2,0.23,119.08,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,70.5144
36.58,4.0,3.13,1.15,0.15,83.96,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,57.791
48.82,2.0,2.27,1.7,0.14,101.76,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,99.5104
26.3,2.0,3.03,1.61,0.39,52.71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,65.9299
16.82,4.0,4.94,1.14,0.44,93.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,65.1668
39.96,4.0,3.89,1.0,0.2,9.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.782
14.27,2.0,3.25,0.97,0.11,19.13,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.1962
22.51,4.0,2.5,1.66,0.19,28.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.2531
4.84,3.0,4.96,0.58,0.12,51.22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.9136
2.24,1.0,4.46,0.52,0.14,102.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,19.9412
48.17,3.0,3.51,1.69,0.27,44.82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,96.3487
41.96,4.0,2.21,1.22,0.19,80.28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,68.6544
35.1,2.0,2.17,0.7,0.31,86.57,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,53.5767
21.04,2.0,2.36,0.85,0.2,72.41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,34.726
9.49,3.0,3.74,1.9,0.48,46.08,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.8894
8.67,2.0,4.79,1.79,0.46,71.36,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,53.1349
13.26,4.0,3.49,1.56,0.33,44.36,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.8144
27.91,3.0,4.53,1.22,0.24,61.57,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0962
36.02,2.0,3.34,1.28,0.29,119.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,79.2381
33.35,1.0,4.13,1.96,0.26,19.63,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,74.5998
14.72,2.0,4.2,1.95,0.39,13.32,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,38.0988
47.79,4.0,2.52,0.82,0.28,106.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,71.3962
37.16,2.0,3.08,1.72,0.44,39.71,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,84.4676
28.16,2.0,3.91,0.8,0.48,79.78,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,64.7324
25.87,3.0,2.21,0.82,0.23,42.84,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,37.4586
13.14,3.0,3.6,1.11,0.14,35.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.105
18.44,2.0,4.99,1.9,0.18,44.45,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48.027
38.13,4.0,3.42,0.63,0.27,52.23,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,41.544
1.71,4.0,4.45,1.27,0.18,87.85,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,22.4347
6.69,4.0,3.3,1.88,0.45,61.57,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,44.6007
3.25,3.0,4.39,1.86,0.16,61.57,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.5966
3.0,1.0,3.79,0.73,0.28,9.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.7296
42.92,3.0,4.66,1.05,0.34,62.85,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.095
35.48,3.0,3.23,1.43,0.38,72.19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,81.3986
116.6676807,2.0,3.81,0.74,0.25,110.82,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,248.2952089
5.79,2.0,3.89,1.95,0.45,10.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.973
25.09,2.0,3.25,1.87,0.33,70.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,73.5818
24.2,1.0,2.43,0.75,0.28,103.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49.4676
9.49,1.0,2.28,0.68,0.13,32.82,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.9998
22.26,2.0,3.51,0.63,0.29,105.77,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.7471
25.87,2.0,4.62,1.86,0.43,7.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.8975
31.18,1.0,2.71,0.79,0.35,89.23,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.5727
32.12,4.0,2.63,1.12,0.43,112.31,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,86.8977
3.22,1.0,4.21,1.17,0.3,80.58,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.1514
19.36,1.0,2.96,1.4,0.15,55.49,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.3875
31.67,1.0,3.52,1.22,0.11,10.16,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.9563
25.65,2.0,2.49,0.84,0.22,110.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.4142
42.97,4.0,4.88,1.9,0.38,59.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,108.9734
33.28,1.0,4.55,1.86,0.42,8.33,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69.9494
8.98,2.0,4.59,1.67,0.22,84.33,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,38.1392
4.46,3.0,3.22,0.53,0.3,60.41,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,23.7068
32.48,3.0,4.29,0.99,0.27,19.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41.6562
2.3,2.0,2.43,1.44,0.26,29.64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.4484
25.87,3.0,2.03,0.91,0.19,12.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.4168
47.07,4.0,2.06,1.86,0.15,71.04,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.2662
29.2,3.0,3.76,1.45,0.18,76.53,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,59.8754
20.02,3.0,3.37,0.61,0.12,63.16,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,23.1614
32.52,4.0,3.55,1.86,0.18,98.97,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81.8518
23.45,1.0,2.02,1.94,0.1,104.02,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,57.915
27.74,1.0,3.51,0.62,0.35,75.8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,46.9988
47.13,4.0,4.15,1.3,0.23,6.47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,66.9071
19.92,4.0,3.33,0.96,0.49,84.95,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,64.0787
25.87,4.0,4.2,1.09,0.18,61.57,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.1816
45.36,3.0,2.7,0.77,0.24,70.04,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,54.4368
10.59,4.0,4.44,1.22,0.24,79.64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0619
4.4,2.0,3.77,1.94,0.1,45.28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16.834
5.94,3.0,2.63,1.25,0.44,110.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.6618
1.89,1.0,2.71,0.62,0.11,20.41,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.1269
5.63,1.0,3.88,1.43,0.29,82.22,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,51.3965
34.47,1.0,4.49,1.01,0.46,5.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,41.8347
4.49,3.0,3.25,1.78,0.31,111.33,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,45.7545
16.63,2.0,2.77,1.15,0.32,17.94,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,27.6353
42.4,4.0,4.6,0.79,0.36,15.91,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,43.8236
